RecordID,WeekStart,Movie,Franchise,Genre,Language,CountryOfOrigin,ReleaseDate,AgeRating,MarketCountry,MarketCity,Screens,TicketsSold,AvgTicketPriceINR,WeeklyGrossINR,Format,Distribution,LeadStarPower,StreamingRelease,Platform,SocialBuzz,AudienceRating,CriticScore,HasPostCreditScene,Notes,CumulativeGrossINR
113,2025-08-18,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Osaka,74,38165,306.94,11714365.1,2D,Mixed,High,No,Prime Video,955,7.6,71,Yes,,325402311.24
114,2025-08-18,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Osaka,33,13005,312.13,4059250.65,2D,Multiplex,Medium,No,Netflix,744,7.2,67,No,,86465685.63
115,2025-08-18,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,Japan,Osaka,58,13693,300.71,4117622.03,2D,Single Screen,Medium,Yes,Netflix,538,6.5,56,Yes,,218052932.78
116,2025-08-18,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Osaka,84,29979,314.54,9429594.66,3D,Mixed,Medium,Yes,Disney+,595,7.2,73,Yes,,159640307.35000002
117,2025-08-18,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,USA,Los Angeles,75,19789,466.9,9239484.1,2D,Mixed,Medium,No,JioCinema,691,7.9,69,Yes,,228370180.56
118,2025-08-18,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,USA,Los Angeles,94,34460,452.07,15578332.2,2D,Multiplex,High,Yes,Crunchyroll,558,8.3,91,Yes,,438781926.21999997
119,2025-08-18,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,Los Angeles,73,35205,453.23,15955962.15,2D,Mixed,High,No,Prime Video,986,7.4,69,No,,325402311.24
120,2025-08-18,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,Los Angeles,55,16499,428.36,7067511.64,2D,Single Screen,Medium,No,Netflix,781,7.1,67,Yes,,86465685.63
121,2025-08-18,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,USA,Los Angeles,72,27239,479.75,13067910.25,3D,Single Screen,Medium,Yes,Netflix,608,6.6,60,No,,218052932.78
122,2025-08-18,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,Los Angeles,54,12921,450.82,5825045.22,2D,Multiplex,Medium,Yes,Disney+,763,7.4,83,Yes,,159640307.35000002
123,2025-08-18,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,USA,New York,82,19054,454.01,8650706.54,2D,Mixed,Medium,No,JioCinema,588,7.3,72,No,,228370180.56
124,2025-08-18,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,USA,New York,102,47110,486.19,22904410.9,2D,Single Screen,High,Yes,Crunchyroll,661,8.7,82,No,,438781926.21999997
125,2025-08-18,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,New York,91,43841,453.04,19861726.64,2D,Mixed,High,Yes,Prime Video,752,7.6,67,Yes,,325402311.24
126,2025-08-18,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,New York,72,34869,450.2,15698023.8,2D,Mixed,Medium,No,Netflix,746,7.4,64,Yes,,86465685.63
127,2025-08-18,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,USA,New York,65,23129,488.27,11293196.83,2D,Single Screen,Medium,Yes,Netflix,309,6.7,59,Yes,,218052932.78
128,2025-08-18,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,New York,69,30055,472.36,14196779.8,2D,Mixed,Medium,No,Disney+,713,7.1,74,No,,159640307.35000002
129,2025-08-18,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Canada,Toronto,48,12375,348.3,4310212.5,3D,Single Screen,Medium,Yes,JioCinema,560,8.2,71,Yes,,228370180.56
130,2025-08-18,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,Canada,Toronto,73,26833,366.41,9831879.53,2D,Multiplex,High,No,Crunchyroll,776,8.7,87,Yes,,438781926.21999997
131,2025-08-18,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Canada,Toronto,81,34912,404.3,14114921.6,2D,Multiplex,High,No,Prime Video,804,7.5,69,Yes,,325402311.24
132,2025-08-18,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Canada,Toronto,72,27694,358.93,9940207.42,2D,Multiplex,Medium,No,Netflix,921,7.3,65,Yes,,86465685.63
133,2025-08-18,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,Canada,Toronto,51,12590,336.9,4241571.0,2D,Mixed,Medium,Yes,Netflix,577,7.4,62,Yes,,218052932.78
134,2025-08-18,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Canada,Toronto,42,11837,394.69,4671945.53,2D,Single Screen,Medium,Yes,Disney+,832,7.5,72,No,,159640307.35000002
135,2025-08-18,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,UK,London,39,12968,393.18,5098758.24,2D,Single Screen,Medium,Yes,JioCinema,806,7.7,72,Yes,,228370180.56
136,2025-08-18,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,UK,London,87,33282,421.01,14012054.82,2D,Mixed,High,No,Crunchyroll,835,8.7,83,No,,438781926.21999997
137,2025-08-18,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,UK,London,68,29632,406.29,12039185.28,2D,Single Screen,High,No,Prime Video,982,7.9,71,Yes,,325402311.24
138,2025-08-18,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,UK,London,35,16084,409.43,6585272.12,2D,Multiplex,Medium,No,Netflix,853,7.3,67,No,,86465685.63
139,2025-08-18,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,UK,London,57,18559,353.18,6554667.62,2D,Mixed,Medium,Yes,Netflix,366,7.2,59,Yes,,218052932.78
140,2025-08-18,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,UK,London,64,22505,400.51,9013477.55,2D,Single Screen,Medium,No,Disney+,572,7.8,77,Yes,,159640307.35000002
141,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Mumbai,120,23647,230.87,5459382.89,2D,Multiplex,Medium,Yes,JioCinema,544,8.3,69,Yes,,286170641.05
142,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,India,Mumbai,141,51643,218.65,11291741.95,2D,Single Screen,High,No,Crunchyroll,610,8.5,85,No,,562253815.59
143,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Mumbai,126,60925,195.23,11894387.75,3D,Mixed,High,Yes,Prime Video,850,7.5,68,No,,461044543.26
144,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Mumbai,100,37085,223.65,8294060.25,2D,Single Screen,Medium,Yes,Netflix,765,7.6,66,No,,167716468.06
145,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Mumbai,144,86400,177.93,15373152.0,3D,Mixed,High,Yes,Disney+,1108,8.0,76,Yes,,154264273.46
146,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,India,Mumbai,99,16209,244.59,3964559.31,2D,Mixed,Medium,No,Netflix,437,7.0,57,No,,264775611.95000002
147,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Mumbai,107,28270,199.78,5647780.6,2D,Mixed,Medium,Yes,Disney+,577,7.3,71,Yes,,229929149.87
148,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Delhi,90,28904,217.24,6279104.96,2D,Mixed,Medium,Yes,JioCinema,727,7.6,68,No,,286170641.05
149,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,India,Delhi,100,30895,194.81,6018654.95,3D,Mixed,High,No,Crunchyroll,463,8.8,87,Yes,,562253815.59
150,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Delhi,100,48245,190.1,9171374.5,2D,Multiplex,High,No,Prime Video,746,7.1,68,Yes,,461044543.26
151,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Delhi,96,39537,178.56,7059726.72,2D,Single Screen,Medium,No,Netflix,778,7.3,65,Yes,,167716468.06
152,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Delhi,116,56167,216.04,12134318.68,2D,Mixed,High,No,Disney+,1141,8.0,78,Yes,,154264273.46
153,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,India,Delhi,98,23517,192.39,4524435.63,2D,Mixed,Medium,No,Netflix,509,6.7,62,No,,264775611.95000002
154,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Delhi,86,28982,248.83,7211591.06,2D,Multiplex,Medium,No,Disney+,425,8.1,75,Yes,,229929149.87
155,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Ahmedabad,75,20914,184.95,3868044.3,2D,Mixed,Medium,No,JioCinema,454,8.1,67,Yes,,286170641.05
156,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,India,Ahmedabad,105,36945,190.89,7052431.05,2D,Multiplex,High,Yes,Crunchyroll,770,8.5,90,Yes,,562253815.59
157,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Ahmedabad,100,51580,222.8,11492024.0,2D,Single Screen,High,No,Prime Video,597,7.2,67,Yes,,461044543.26
158,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Ahmedabad,81,26749,181.76,4861898.24,2D,Single Screen,Medium,Yes,Netflix,622,6.8,63,No,,167716468.06
159,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Ahmedabad,120,72000,209.11,15055920.0,2D,Single Screen,High,No,Disney+,1134,7.8,72,Yes,,154264273.46
160,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,India,Ahmedabad,64,10104,185.26,1871867.04,2D,Single Screen,Medium,Yes,Netflix,515,7.0,57,Yes,,264775611.95000002
161,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Ahmedabad,77,22610,172.31,3895929.1,2D,Single Screen,Medium,No,Disney+,421,7.7,76,No,,229929149.87
162,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Bengaluru,75,19310,198.72,3837283.2,3D,Multiplex,Medium,Yes,JioCinema,533,7.9,65,No,,286170641.05
163,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,India,Bengaluru,123,40893,205.81,8416188.33,2D,Single Screen,High,Yes,Crunchyroll,578,8.8,85,Yes,,562253815.59
164,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Bengaluru,117,40833,231.26,9443039.58,2D,Multiplex,High,No,Prime Video,760,7.6,63,No,,461044543.26
165,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Bengaluru,104,40887,208.38,8520033.06,2D,Mixed,Medium,No,Netflix,853,7.0,67,Yes,,167716468.06
166,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Bengaluru,100,51737,220.34,11399730.58,3D,Single Screen,High,No,Disney+,1150,8.2,76,Yes,,154264273.46
167,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,India,Bengaluru,64,15694,208.79,3276750.26,2D,Mixed,Medium,Yes,Netflix,347,7.3,63,Yes,,264775611.95000002
168,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Bengaluru,83,22531,232.05,5228318.55,2D,Single Screen,Medium,Yes,Disney+,478,7.8,69,Yes,,229929149.87
169,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Japan,Tokyo,80,17654,320.06,5650339.24,3D,Multiplex,Medium,No,JioCinema,568,7.6,74,No,,286170641.05
170,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,Japan,Tokyo,115,40992,312.17,12796472.64,2D,Multiplex,High,No,Crunchyroll,627,9.4,87,No,,562253815.59
171,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Tokyo,109,55006,329.84,18143179.04,3D,Single Screen,High,Yes,Prime Video,686,7.4,64,Yes,,461044543.26
172,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Tokyo,81,29129,322.5,9394102.5,2D,Multiplex,Medium,Yes,Netflix,901,7.1,71,Yes,,167716468.06
173,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Japan,Tokyo,86,51600,312.31,16115196.0,2D,Multiplex,High,Yes,Disney+,1217,8.1,79,No,,154264273.46
174,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,Japan,Tokyo,43,12387,323.36,4005460.32,2D,Mixed,Medium,No,Netflix,371,6.8,59,Yes,,264775611.95000002
175,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Tokyo,75,21113,313.32,6615125.16,2D,Single Screen,Medium,Yes,Disney+,541,7.2,79,No,,229929149.87
176,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Japan,Osaka,56,16015,289.69,4639385.35,2D,Single Screen,Medium,No,JioCinema,271,8.2,73,No,,286170641.05
177,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,Japan,Osaka,84,36832,310.62,11440755.84,2D,Multiplex,High,No,Crunchyroll,692,8.5,85,Yes,,562253815.59
178,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Osaka,76,31944,315.79,10087595.76,3D,Mixed,High,Yes,Prime Video,1116,7.3,66,Yes,,461044543.26
179,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Osaka,57,17519,300.24,5259904.56,2D,Mixed,Medium,No,Netflix,534,7.0,70,No,,167716468.06
180,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Japan,Osaka,80,48000,331.1,15892800.0,2D,Single Screen,High,No,Disney+,1564,8.3,77,Yes,,154264273.46
181,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,Japan,Osaka,52,14496,290.34,4208768.64,2D,Multiplex,Medium,Yes,Netflix,363,6.6,66,No,,264775611.95000002
182,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Osaka,72,18877,311.88,5887358.76,3D,Multiplex,Medium,Yes,Disney+,710,7.6,75,Yes,,229929149.87
183,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,USA,Los Angeles,55,20746,434.02,9004178.92,2D,Multiplex,Medium,No,JioCinema,425,7.8,69,Yes,,286170641.05
184,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,USA,Los Angeles,123,61191,471.73,28865630.43,2D,Single Screen,High,No,Crunchyroll,455,8.8,93,No,,562253815.59
185,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,Los Angeles,112,50803,440.12,22359416.36,2D,Multiplex,High,Yes,Prime Video,757,7.6,70,Yes,,461044543.26
186,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,Los Angeles,40,9915,425.47,4218535.05,2D,Mixed,Medium,No,Netflix,695,6.7,66,Yes,,167716468.06
187,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,USA,Los Angeles,74,44400,450.85,20017740.0,2D,Multiplex,High,No,Disney+,1493,8.1,72,No,,154264273.46
188,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,USA,Los Angeles,65,16227,474.89,7706040.03,2D,Single Screen,Medium,Yes,Netflix,417,7.5,60,Yes,,264775611.95000002
189,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,Los Angeles,81,20301,426.41,8656549.41,3D,Single Screen,Medium,No,Disney+,604,8.0,72,Yes,,229929149.87
190,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,USA,New York,75,14708,473.94,6970709.52,3D,Single Screen,Medium,No,JioCinema,336,7.8,69,Yes,,286170641.05
191,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,USA,New York,83,29678,462.46,13724887.88,2D,Single Screen,High,Yes,Crunchyroll,583,8.9,89,Yes,,562253815.59
192,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,New York,94,44009,430.36,18939713.24,2D,Single Screen,High,Yes,Prime Video,932,7.5,70,No,,461044543.26
193,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,New York,94,32428,472.88,15334552.64,2D,Mixed,Medium,Yes,Netflix,858,7.1,74,Yes,,167716468.06
194,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,USA,New York,86,41850,446.93,18704020.5,2D,Multiplex,High,Yes,Disney+,1197,7.7,78,No,,154264273.46
195,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,USA,New York,75,16705,464.13,7753291.65,2D,Mixed,Medium,No,Netflix,414,6.8,56,No,,264775611.95000002
196,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,New York,75,18716,467.71,8753660.36,IMAX,Mixed,Medium,No,Disney+,482,7.5,69,Yes,,229929149.87
197,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Canada,Toronto,61,12501,338.99,4237713.99,2D,Single Screen,Medium,Yes,JioCinema,592,7.4,70,No,,286170641.05
198,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,Canada,Toronto,73,30159,379.62,11448959.58,IMAX,Mixed,High,No,Crunchyroll,604,8.7,85,Yes,,562253815.59
199,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Canada,Toronto,93,40147,386.17,15503566.99,3D,Single Screen,High,Yes,Prime Video,1014,7.1,69,No,,461044543.26
200,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Canada,Toronto,78,28789,352.34,10143516.26,2D,Mixed,Medium,No,Netflix,512,7.2,69,No,,167716468.06
201,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Canada,Toronto,73,38221,355.86,13601325.06,IMAX,Mixed,High,Yes,Disney+,1423,7.8,81,Yes,,154264273.46
202,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,Canada,Toronto,46,16019,349.95,5605849.05,2D,Multiplex,Medium,Yes,Netflix,201,7.0,62,No,,264775611.95000002
203,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Canada,Toronto,64,19835,366.08,7261196.8,2D,Mixed,Medium,Yes,Disney+,570,7.2,74,No,,229929149.87
204,2025-08-25,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,UK,London,64,19148,410.19,7854318.12,2D,Multiplex,Medium,No,JioCinema,561,7.8,71,No,,286170641.05
205,2025-08-25,Demon Slayer: Teen Saga,Yes,Anime/Action,Japanese,Japan,2025-08-01,UA,UK,London,65,32712,379.56,12416166.72,3D,Single Screen,High,No,Crunchyroll,748,8.5,80,No,,562253815.59
206,2025-08-25,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,UK,London,50,23085,372.88,8607934.8,2D,Multiplex,High,No,Prime Video,929,6.7,70,No,,461044543.26
207,2025-08-25,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,UK,London,60,22183,368.05,8164453.15,2D,Single Screen,Medium,No,Netflix,694,7.1,66,Yes,,167716468.06
208,2025-08-25,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,UK,London,71,40562,393.72,15970070.64,IMAX,Mixed,High,Yes,Disney+,1201,7.5,76,Yes,,154264273.46
209,2025-08-25,Street Dancer Teens,No,Dance/Music,Hindi,India,2025-08-01,U,UK,London,56,9019,421.96,3805657.24,2D,Single Screen,Medium,No,Netflix,609,7.2,61,No,,264775611.95000002
210,2025-08-25,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,UK,London,82,27204,409.18,11131332.72,2D,Mixed,Medium,No,Disney+,477,7.7,74,Yes,,229929149.87
211,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Mumbai,107,24427,244.56,5973867.12,3D,Multiplex,Medium,No,JioCinema,797,7.6,70,No,,340365339.89
212,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Mumbai,123,62302,218.11,13588689.22,2D,Single Screen,High,No,Prime Video,727,7.7,68,Yes,,588802244.5
213,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Mumbai,115,38207,221.13,8448713.91,2D,Multiplex,Medium,Yes,Netflix,416,7.1,62,No,,243095823.79000002
214,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Mumbai,137,60576,224.6,13605369.6,IMAX,Mixed,High,Yes,Disney+,717,7.8,79,Yes,,310292135.56
215,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Mumbai,58,11872,241.06,2861864.32,2D,Multiplex,Low,No,Prime Video,636,7.7,71,Yes,,46398674.34
216,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Mumbai,106,35091,207.32,7275066.12,2D,Multiplex,Medium,Yes,Disney+,522,7.4,75,No,,290225285.21000004
217,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Mumbai,107,42389,218.47,9260724.83,2D,Multiplex,Medium,No,Crunchyroll,869,8.6,82,Yes,,78996799.0
218,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Delhi,82,18267,224.88,4107882.96,2D,Multiplex,Medium,No,JioCinema,321,8.0,72,Yes,,340365339.89
219,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Delhi,112,37271,210.58,7848527.18,2D,Mixed,High,Yes,Prime Video,698,7.9,72,Yes,,588802244.5
220,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Delhi,108,35314,206.71,7299756.94,2D,Single Screen,Medium,No,Netflix,553,7.0,65,No,,243095823.79000002
221,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Delhi,129,53824,203.72,10965025.28,3D,Multiplex,High,Yes,Disney+,899,8.1,74,Yes,,310292135.56
222,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Delhi,73,19481,217.43,4235753.83,2D,Multiplex,Low,Yes,Prime Video,518,7.3,72,No,,46398674.34
223,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Delhi,125,36139,195.53,7066258.67,2D,Single Screen,Medium,No,Disney+,276,7.5,75,Yes,,290225285.21000004
224,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Delhi,69,29154,234.91,6848566.14,3D,Single Screen,Medium,No,Crunchyroll,919,7.6,79,No,,78996799.0
225,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Ahmedabad,86,21514,169.68,3650495.52,2D,Mixed,Medium,No,JioCinema,524,8.2,75,Yes,,340365339.89
