RecordID,WeekStart,Movie,Franchise,Genre,Language,CountryOfOrigin,ReleaseDate,AgeRating,MarketCountry,MarketCity,Screens,TicketsSold,AvgTicketPriceINR,WeeklyGrossINR,Format,Distribution,LeadStarPower,StreamingRelease,Platform,SocialBuzz,AudienceRating,CriticScore,HasPostCreditScene,Notes,CumulativeGrossINR
226,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Ahmedabad,87,39446,214.2,8449333.2,2D,Single Screen,High,Yes,Prime Video,552,7.5,68,Yes,,588802244.5
227,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Ahmedabad,66,18172,193.37,3513919.64,2D,Multiplex,Medium,No,Netflix,717,7.6,63,Yes,,243095823.79000002
228,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Ahmedabad,109,49653,186.76,9273194.28,2D,Multiplex,High,No,Disney+,849,7.7,75,No,,310292135.56
229,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Ahmedabad,39,13531,172.14,2329226.34,2D,Single Screen,Low,Yes,Prime Video,744,7.6,67,Yes,,46398674.34
230,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Ahmedabad,76,29004,201.46,5843145.84,2D,Multiplex,Medium,Yes,Disney+,528,7.5,69,Yes,,290225285.21000004
231,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Ahmedabad,58,27497,187.51,5155962.47,2D,Multiplex,Medium,No,Crunchyroll,1012,7.7,81,Yes,,78996799.0
232,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,India,Bengaluru,83,21767,176.14,3834039.38,2D,Single Screen,Medium,No,JioCinema,495,8.2,81,Yes,,340365339.89
233,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Bengaluru,130,52137,207.56,10821555.72,2D,Mixed,High,No,Prime Video,514,7.0,66,No,,588802244.5
234,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Bengaluru,83,17958,180.43,3240161.94,2D,Single Screen,Medium,Yes,Netflix,470,7.6,65,No,,243095823.79000002
235,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Bengaluru,119,50303,202.71,10196921.13,2D,Single Screen,High,No,Disney+,783,7.9,76,Yes,,310292135.56
236,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Bengaluru,52,10813,230.51,2492504.63,2D,Multiplex,Low,Yes,Prime Video,633,7.2,68,No,,46398674.34
237,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Bengaluru,95,19960,215.68,4304972.8,2D,Multiplex,Medium,No,Disney+,448,6.9,74,No,,290225285.21000004
238,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Bengaluru,91,29330,192.69,5651597.7,3D,Mixed,Medium,Yes,Crunchyroll,891,8.1,86,Yes,,78996799.0
239,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Japan,Tokyo,89,28332,278.85,7900378.2,2D,Single Screen,Medium,No,JioCinema,363,7.8,73,No,,340365339.89
240,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Tokyo,137,70642,310.4,21927276.8,2D,Single Screen,High,No,Prime Video,738,7.3,69,No,,588802244.5
241,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Tokyo,89,36660,302.89,11103947.4,2D,Single Screen,Medium,No,Netflix,495,7.6,66,No,,243095823.79000002
242,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Japan,Tokyo,145,76646,326.7,25040248.2,2D,Single Screen,High,No,Disney+,827,7.5,76,No,,310292135.56
243,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,Japan,Tokyo,55,9794,323.27,3166106.38,2D,Mixed,Low,Yes,Prime Video,711,8.2,70,Yes,,46398674.34
244,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Tokyo,67,16117,321.73,5185322.41,2D,Mixed,Medium,Yes,Disney+,492,7.4,73,Yes,,290225285.21000004
245,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,Japan,Tokyo,79,28413,296.22,8416498.86,2D,Multiplex,Medium,Yes,Crunchyroll,841,8.1,84,Yes,,78996799.0
246,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Japan,Osaka,61,12502,276.24,3453552.48,2D,Single Screen,Medium,No,JioCinema,714,8.0,67,Yes,,340365339.89
247,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Osaka,100,44307,289.77,12838839.39,2D,Mixed,High,No,Prime Video,711,7.7,66,No,,588802244.5
248,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Osaka,67,13030,278.99,3635239.7,2D,Mixed,Medium,No,Netflix,771,7.5,68,No,,243095823.79000002
249,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Japan,Osaka,100,49193,299.02,14709690.86,3D,Single Screen,High,Yes,Disney+,890,7.7,76,No,,310292135.56
250,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,Japan,Osaka,61,25981,330.39,8583862.59,2D,Multiplex,Low,Yes,Prime Video,565,7.5,70,Yes,,46398674.34
251,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Osaka,64,14904,268.05,3995017.2,2D,Multiplex,Medium,No,Disney+,399,7.4,73,Yes,,290225285.21000004
252,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,Japan,Osaka,68,29393,267.39,7859394.27,2D,Multiplex,Medium,Yes,Crunchyroll,794,8.3,78,Yes,,78996799.0
253,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,USA,Los Angeles,73,23056,462.96,10674005.76,3D,Single Screen,Medium,No,JioCinema,438,8.2,77,Yes,,340365339.89
254,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,Los Angeles,94,42722,421.24,17996215.28,3D,Multiplex,High,No,Prime Video,660,7.0,71,No,,588802244.5
255,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,Los Angeles,65,19550,437.37,8550583.5,2D,Single Screen,Medium,Yes,Netflix,652,7.3,67,Yes,,243095823.79000002
256,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,USA,Los Angeles,84,40409,454.38,18361041.42,2D,Mixed,High,No,Disney+,990,8.0,75,Yes,,310292135.56
257,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,USA,Los Angeles,57,13206,460.04,6075288.24,2D,Single Screen,Low,No,Prime Video,807,7.5,68,Yes,,46398674.34
258,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,Los Angeles,50,17742,466.23,8271852.66,2D,Multiplex,Medium,Yes,Disney+,490,7.0,75,Yes,,290225285.21000004
259,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,USA,Los Angeles,67,22814,458.18,10452918.52,2D,Multiplex,Medium,No,Crunchyroll,1054,7.8,78,No,,78996799.0
260,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,USA,New York,55,12128,472.17,5726477.76,2D,Single Screen,Medium,Yes,JioCinema,463,7.6,76,Yes,,340365339.89
261,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,New York,93,32030,468.24,14997727.2,3D,Multiplex,High,No,Prime Video,631,7.4,70,Yes,,588802244.5
262,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,New York,94,32688,475.37,15538894.56,2D,Single Screen,Medium,Yes,Netflix,728,7.1,66,No,,243095823.79000002
263,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,USA,New York,94,43217,443.48,19165875.16,2D,Mixed,High,No,Disney+,918,7.5,77,No,,310292135.56
264,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,USA,New York,72,16278,474.77,7728306.06,2D,Single Screen,Low,No,Prime Video,640,7.1,76,No,,46398674.34
265,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,New York,64,11997,477.76,5731686.72,2D,Mixed,Medium,Yes,Disney+,486,7.5,71,No,,290225285.21000004
266,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,USA,New York,56,24577,460.49,11317462.73,2D,Multiplex,Medium,No,Crunchyroll,894,8.6,76,No,,78996799.0
267,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,Canada,Toronto,47,9790,392.45,3842085.5,2D,Single Screen,Medium,No,JioCinema,625,8.0,70,Yes,,340365339.89
268,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Canada,Toronto,56,18545,384.09,7122949.05,2D,Single Screen,High,No,Prime Video,491,7.4,69,Yes,,588802244.5
269,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Canada,Toronto,101,27298,365.83,9986427.34,2D,Mixed,Medium,No,Netflix,540,7.1,63,No,,243095823.79000002
270,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Canada,Toronto,83,32408,381.68,12369485.44,2D,Mixed,High,No,Disney+,980,8.1,77,Yes,,310292135.56
271,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,Canada,Toronto,20,7382,384.29,2836828.78,2D,Mixed,Low,No,Prime Video,726,7.7,73,Yes,,46398674.34
272,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Canada,Toronto,66,18863,348.74,6578282.62,2D,Multiplex,Medium,Yes,Disney+,488,7.3,71,Yes,,290225285.21000004
273,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,Canada,Toronto,40,18834,356.72,6718464.48,2D,Multiplex,Medium,No,Crunchyroll,868,8.5,80,Yes,,78996799.0
274,2025-09-01,Saiyara,No,Romance,Hindi,India,2025-08-08,UA,UK,London,80,12454,404.04,5031914.16,2D,Single Screen,Medium,Yes,JioCinema,486,7.5,69,No,,340365339.89
275,2025-09-01,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,UK,London,70,32370,375.86,12166588.2,2D,Single Screen,High,No,Prime Video,631,7.4,69,No,,588802244.5
276,2025-09-01,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,UK,London,49,10680,380.31,4061710.8,2D,Single Screen,Medium,No,Netflix,514,7.6,65,No,,243095823.79000002
277,2025-09-01,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,UK,London,98,54869,407.17,22341010.73,2D,Single Screen,High,Yes,Disney+,850,7.7,79,No,,310292135.56
278,2025-09-01,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,UK,London,43,14879,409.23,6088933.17,2D,Single Screen,Low,No,Prime Video,496,7.5,68,No,,46398674.34
279,2025-09-01,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,UK,London,62,16090,375.67,6044530.3,2D,Multiplex,Medium,Yes,Disney+,526,7.7,76,No,,290225285.21000004
280,2025-09-01,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,UK,London,41,18810,388.9,7315209.0,3D,Mixed,Medium,Yes,Crunchyroll,981,8.0,81,No,,78996799.0
281,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Mumbai,135,38001,264.64,10056584.64,2D,Mixed,High,Yes,Prime Video,597,7.2,69,Yes,,696502844.1800001
282,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Mumbai,107,38984,224.72,8760484.48,2D,Single Screen,Medium,Yes,Netflix,488,7.0,62,Yes,,305412918.35
283,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Mumbai,144,64893,213.37,13846219.41,2D,Single Screen,High,No,Disney+,819,7.3,76,Yes,,440890723.92
284,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Mumbai,78,12033,208.41,2507797.53,2D,Mixed,Low,Yes,Prime Video,462,7.5,70,No,,97229531.38
285,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Mumbai,110,35202,243.86,8584359.72,3D,Multiplex,Medium,No,Disney+,377,7.9,71,Yes,,342338840.37
286,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Mumbai,98,34572,235.96,8157609.12,3D,Mixed,Medium,No,Crunchyroll,600,7.6,80,Yes,,164890604.16
287,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Delhi,117,25240,214.19,5406155.6,2D,Mixed,High,No,Prime Video,644,7.0,70,Yes,,696502844.1800001
288,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Delhi,101,26009,210.76,5481656.84,2D,Multiplex,Medium,No,Netflix,489,6.8,66,Yes,,305412918.35
289,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Delhi,115,40053,219.94,8809256.82,2D,Single Screen,High,No,Disney+,885,8.3,84,No,,440890723.92
290,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Delhi,81,15615,181.77,2838338.55,2D,Mixed,Low,Yes,Prime Video,381,7.2,68,No,,97229531.38
291,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Delhi,76,21127,174.94,3695957.38,2D,Mixed,Medium,No,Disney+,586,7.6,74,Yes,,342338840.37
292,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Delhi,72,25636,229.89,5893460.04,2D,Single Screen,Medium,No,Crunchyroll,854,8.1,79,Yes,,164890604.16
293,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Ahmedabad,94,30118,176.19,5306490.42,2D,Mixed,High,Yes,Prime Video,656,7.7,69,No,,696502844.1800001
294,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Ahmedabad,63,20363,180.52,3675928.76,3D,Multiplex,Medium,Yes,Netflix,698,7.6,62,Yes,,305412918.35
295,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Ahmedabad,126,40989,170.89,7004610.21,2D,Multiplex,High,No,Disney+,840,8.0,81,Yes,,440890723.92
296,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Ahmedabad,62,18006,185.49,3339932.94,2D,Mixed,Low,No,Prime Video,352,7.8,66,Yes,,97229531.38
297,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Ahmedabad,73,11512,168.14,1935627.68,3D,Mixed,Medium,Yes,Disney+,515,7.6,73,No,,342338840.37
298,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Ahmedabad,42,17401,205.14,3569641.14,IMAX,Single Screen,Medium,Yes,Crunchyroll,554,8.1,82,Yes,,164890604.16
299,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,India,Bengaluru,152,58319,191.59,11173337.21,2D,Multiplex,High,No,Prime Video,620,7.0,65,No,,696502844.1800001
300,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,India,Bengaluru,62,20699,237.86,4923464.14,2D,Mixed,Medium,No,Netflix,328,7.1,59,No,,305412918.35
301,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,India,Bengaluru,132,53126,216.84,11519841.84,2D,Mixed,High,No,Disney+,481,7.9,77,Yes,,440890723.92
302,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,India,Bengaluru,51,13364,206.79,2763541.56,2D,Single Screen,Low,No,Prime Video,203,7.4,70,Yes,,97229531.38
303,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,India,Bengaluru,99,26661,219.32,5847290.52,2D,Multiplex,Medium,No,Disney+,674,8.0,72,No,,342338840.37
304,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,India,Bengaluru,113,39009,188.15,7339543.35,3D,Single Screen,Medium,No,Crunchyroll,530,7.8,78,Yes,,164890604.16
305,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Tokyo,106,32188,298.79,9617452.52,2D,Multiplex,High,Yes,Prime Video,676,7.2,70,Yes,,696502844.1800001
306,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Tokyo,65,19780,290.33,5742727.4,2D,Mixed,Medium,No,Netflix,500,7.5,69,Yes,,305412918.35
307,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Japan,Tokyo,94,42410,307.26,13030896.6,2D,Multiplex,High,No,Disney+,805,7.5,76,Yes,,440890723.92
308,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,Japan,Tokyo,46,9543,303.82,2899354.26,2D,Mixed,Low,Yes,Prime Video,388,7.7,68,Yes,,97229531.38
309,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Tokyo,71,12806,312.13,3997136.78,3D,Multiplex,Medium,No,Disney+,404,7.7,72,No,,342338840.37
310,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,Japan,Tokyo,73,31291,338.88,10603894.08,2D,Multiplex,Medium,No,Crunchyroll,772,7.8,74,Yes,,164890604.16
311,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Japan,Osaka,94,23915,276.02,6601018.3,2D,Mixed,High,No,Prime Video,705,7.7,69,Yes,,696502844.1800001
312,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Japan,Osaka,59,19392,287.18,5568994.56,2D,Multiplex,Medium,Yes,Netflix,555,6.8,62,No,,305412918.35
313,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Japan,Osaka,99,50623,303.6,15369142.8,IMAX,Multiplex,High,No,Disney+,683,7.7,78,Yes,,440890723.92
314,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,Japan,Osaka,75,19616,302.72,5938155.52,2D,Mixed,Low,Yes,Prime Video,533,6.9,70,No,,97229531.38
315,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Japan,Osaka,68,8160,270.54,2207606.4,2D,Multiplex,Medium,No,Disney+,499,7.5,67,No,,342338840.37
316,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,Japan,Osaka,69,29414,289.91,8527412.74,2D,Mixed,Medium,Yes,Crunchyroll,644,7.7,75,Yes,,164890604.16
317,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,Los Angeles,98,33270,409.55,13625728.5,2D,Single Screen,High,Yes,Prime Video,762,7.3,72,Yes,,696502844.1800001
318,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,Los Angeles,65,19297,420.76,8119405.72,2D,Single Screen,Medium,Yes,Netflix,546,6.9,64,No,,305412918.35
319,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,USA,Los Angeles,77,31582,443.02,13991457.64,2D,Multiplex,High,No,Disney+,897,8.0,79,No,,440890723.92
320,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,USA,Los Angeles,52,17135,439.13,7524492.55,2D,Mixed,Low,Yes,Prime Video,383,7.5,68,No,,97229531.38
321,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,Los Angeles,74,21687,442.85,9604087.95,2D,Multiplex,Medium,No,Disney+,364,6.8,74,Yes,,342338840.37
322,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,USA,Los Angeles,74,28177,402.71,11347159.67,2D,Mixed,Medium,No,Crunchyroll,686,8.4,85,Yes,,164890604.16
323,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,USA,New York,112,46703,489.31,22852244.93,2D,Mixed,High,Yes,Prime Video,675,7.2,70,Yes,,696502844.1800001
324,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,USA,New York,50,14899,493.37,7350719.63,2D,Single Screen,Medium,No,Netflix,538,7.0,65,Yes,,305412918.35
325,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,USA,New York,99,40610,438.96,17826165.6,2D,Single Screen,High,Yes,Disney+,636,7.6,77,No,,440890723.92
326,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,USA,New York,46,13690,472.42,6467429.8,2D,Mixed,Low,No,Prime Video,414,7.6,72,Yes,,97229531.38
327,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,USA,New York,57,12651,455.38,5761012.38,3D,Mixed,Medium,Yes,Disney+,210,8.3,75,No,,342338840.37
328,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,USA,New York,70,30340,488.99,14835956.6,3D,Single Screen,Medium,No,Crunchyroll,466,8.2,74,Yes,,164890604.16
329,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,Canada,Toronto,86,24284,369.27,8967352.68,2D,Mixed,High,No,Prime Video,605,7.9,72,No,,696502844.1800001
330,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,Canada,Toronto,63,21767,374.09,8142817.03,2D,Mixed,Medium,Yes,Netflix,588,7.0,62,Yes,,305412918.35
331,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,Canada,Toronto,89,34732,403.12,14001163.84,3D,Multiplex,High,Yes,Disney+,945,7.9,82,No,,440890723.92
332,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,Canada,Toronto,39,10211,393.53,4018334.83,2D,Mixed,Low,No,Prime Video,409,7.3,72,Yes,,97229531.38
333,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,Canada,Toronto,67,14429,384.13,5542611.77,2D,Multiplex,Medium,No,Disney+,359,8.1,72,No,,342338840.37
334,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,Canada,Toronto,64,24090,353.95,8526655.5,2D,Single Screen,Medium,Yes,Crunchyroll,679,8.5,82,Yes,,164890604.16
335,2025-09-08,Vash 2,Yes,Thriller,Gujarati,India,2025-08-15,UA,UK,London,94,32912,428.24,14094234.88,2D,Mixed,High,No,Prime Video,685,7.6,67,Yes,,696502844.1800001
336,2025-09-08,Campus Crush,No,Comedy/Romance,English,USA,2025-08-22,PG-13,UK,London,49,12530,363.2,4550896.0,2D,Multiplex,Medium,No,Netflix,321,6.7,63,Yes,,305412918.35
337,2025-09-08,Quantum Hearts,No,Sci‑Fi/Romance,English,USA,2025-08-29,PG-13,UK,London,92,40992,370.8,15199833.6,2D,Multiplex,High,No,Disney+,894,8.0,80,No,,440890723.92
338,2025-09-08,Startup Dreams,No,Drama,Hindi,India,2025-09-05,U,UK,London,70,31025,403.98,12533479.5,2D,Mixed,Low,No,Prime Video,459,7.2,68,No,,97229531.38
339,2025-09-08,K‑Pop High,No,Music/Drama,Korean,South Korea,2025-08-15,U,UK,London,51,11682,422.69,4937864.58,2D,Multiplex,Medium,No,Disney+,489,7.7,73,Yes,,342338840.37
340,2025-09-08,Anime Uprising,No,Anime/Adventure,Japanese,Japan,2025-09-05,UA,UK,London,69,17012,416.91,7092472.92,3D,Multiplex,Medium,No,Crunchyroll,526,8.4,84,Yes,,164890604.16
